company,invoice_num,invoice_date,operation_date,amount,reporter,notes,status,kind
Wesoła Gżegżółka,W22300,12/19/2014,12/19/2014,14572.85,Alicia Schulist,Labore amet et facere possimus.,accepted,
 Ostrzy Entertainment,O60999,2014-04-02,2014-03-29,13628.57,Rowan Botsford,Et et et.,other,
Microsoft,M83301,2014-11-18,2014-11-15,17340.23,London Predovic,Eos voluptas vel nesciunt repudiandae.,other,Negligible;internal;Other;delegation;client
Ostrzy Entertainment,O10358,2014-05-07,2014-05-03,16686.8,June Schowalter V,Voluptatem qui ex nihil ipsam laudantium labore.,accepted,Client
Microsoft,M98620,25-09-2013,19-09-2013,15367.23,Keven Grady,Nisi ut eos totam animi ea rerum.,rejected,other;Important;internal;Client
 Big Company 1,B96618,2014-02-21,2014-02-17,13692.87,Moriah Ernser Sr.,Quos eos placeat sit.,rejected,
SB Komputery,S65706,31-08-2014,27-08-2014,12039.6,Torey Denesik,Dolor eveniet sunt consequatur.,rejected,other;important;negligible;delegation
Wesoła Gżegżółka,W68182,2015-03-19,2015-03-19,15262.21,Cynthia Rath Jr.,"Aut labore in quia eaque quidem.
Quae asperiores et incidunt est sunt amet expedita.
Minus id facere corrupti ullam rerum dolor.",rejected,internal
Company X,C40345,10/03/2013,09/29/2013,15228.89,Mckenna Fadel,Autem nihil distinctio quidem non quod.,rejected,
Microsoft,M61037,09/21/2013,09/21/2013,18802.47,Helena Schamberger DDS,Sint saepe quia ut recusandae aliquid.,rejected,internal;other;client;Negligible
BP Biznes,B7343,2015-05-03,2015-04-28,15310.32,Freida White,Pariatur autem rerum corporis.,rejected,Internal
Big Company 1,B51528,21-04-2015,21-04-2015,11578.79,Orval Steuber,Reprehenderit ab voluptas vitae debitis et tempore.,other,
 Wesoła Gżegżółka,W47990,02/10/2014,02/10/2014,18860.73,Sammy Kulas,"Ea maxime velit voluptas saepe est.
Consectetur non eos quo alias qui enim ullam.
Enim harum cumque.",accepted,delegation;other;client
ACME,A12800,2014-04-06,2014-04-05,13046.27,Monserrat O'Kon,"Dolorem temporibus aut qui qui accusantium.
Provident aspernatur laboriosam perferendis.",accepted,Internal;Delegation;client;negligible;important
ACME,A4439,2014-10-18,2014-10-16,12787.30,Cullen Tromp Sr.,Explicabo et vero molestias.,other,
KT Koty,K76554,2014-11-11,2014-11-08,14227.31,Norene Jones,Qui tenetur quaerat asperiores illo.,accepted,important;negligible;client
 Microsoft,M3900,2014-07-20,2014-07-12,16330.63,Ricardo Wolf,Libero vel ut commodi eos.,accepted,other
 KT Koty,K71919,10/31/2013,10/25/2013,18604.53,Keshaun McCullough,"Neque non minus illo praesentium qui quo a.
Non laudantium non nihil numquam doloremque.
Voluptas mollitia vel repudiandae.
Sint dolorem dolorem officia voluptas similique et molestiae.",rejected,important;client;negligible;delegation;internal
SB Komputery,S5379,2014-01-17,2014-01-10,18585.1,Toney Botsford,Dolorem voluptatum culpa adipisci laborum dolorem ut.,rejected,Negligible;Client;delegation
MS Szpadel,M48880,03/24/2013,03/17/2013,18449.90,Eldora Tremblay Jr.,Alias consectetur amet ratione ut quasi mollitia.,rejected,internal;delegation;client;negligible;important
 Microsoft,M42588,2014-12-18,2014-12-13,16804.42,Chadd Reynolds,"Itaque sunt voluptate libero repellendus sed laboriosam vero.
Exercitationem reprehenderit eaque incidunt.",rejected,client;Internal;Important;delegation;negligible
ACME,A83198,01-01-2015,30-12-2014,10849.20,Jeff Reinger,Possimus ut omnis saepe.,accepted,
 Company X,C7298,05/14/2014,05/13/2014,10978.96,Bessie Okuneva DDS,Asperiores quae dolores sit omnis minima eius tempore.,other,
BP Biznes,B50557,2013-03-04,2013-03-04,19878.1,Kathryn Bergstrom III,"Vero rem ea eaque recusandae quia saepe voluptatem.
Excepturi laborum temporibus.",rejected,Internal;delegation;negligible;Client;other
Wesoła Gżegżółka,W29945,01-01-2015,26-12-2014,10999.24,Vinnie Gaylord,"Est debitis commodi sequi rerum quo iure.
In soluta odio.",other,Internal;Important;delegation;negligible;other
Company X,C21569,2013-10-26,2013-10-25,11620.14,Myah Auer,"Quisquam ea cum sed mollitia magnam aut.
Totam et aut.
Labore provident eveniet natus et.
Harum quis voluptatem officia.",rejected,internal;Other;Client
BP Biznes,B10283,02-09-2014,25-08-2014,13148.63,Mavis Daugherty,Fugit quibusdam velit deleniti ut totam.,rejected,
Big Company 1,B82513,2014-08-09,2014-08-03,12733.37,Randal Witting,Voluptatem atque quod et commodi.,other,
 Big Company 1,B98453,10-07-2014,01-07-2014,13434.47,Joe Schroeder V,"Et voluptatem non.
Culpa est ut et illo dolor consequatur.",accepted,negligible;other;delegation;client;internal
 Big Company 1,B55612,12/12/2014,12/06/2014,15178.36,Abner Murazik,Qui provident velit.,other,important;Client
TT Internet,T70525,12/08/2014,12/03/2014,12792.37,Cornell Kertzmann,Omnis quidem earum soluta sed dolores pariatur.,accepted,internal;delegation;other;negligible
 Big Company 1,B78944,04-10-2012,03-10-2012,13702.23,Markus Lang,Voluptatem vel quos nisi voluptates aspernatur blanditiis.,rejected,Other;Important
MS Szpadel,M59652,2015-04-27,2015-04-25,12231.47,Elwin Wisoky,"Quo in nam dolorem commodi magni cum.
Error enim laboriosam.",other,negligible;client;important
ACME,A9163,23-07-2013,16-07-2013,16216.79,Helene Simonis,Et sapiente excepturi veniam possimus dolorem et facilis.,accepted,Delegation
SB Komputery,S81471,15-11-2013,07-11-2013,16498.45,Ariel Keeling,Et autem ratione et et.,other,other
 Company X,C1238,06-09-2014,28-08-2014,19125.56,Maximilian Wisoky,Exercitationem illum earum dolorum.,other,
 Microsoft,M65487,03/08/2015,03/08/2015,15162.33,Irma Price,Ut officiis facere dolores ab rerum.,rejected,Important;negligible;other;delegation
"Monterail, Inc.",M56770,01/01/2014,01/01/2014,19062.71,Dorian Zieme Sr.,"Doloribus vitae quos ipsam sint.
Error architecto quis et et.
Commodi eos dicta.
Aut voluptatum vero reiciendis qui ex fugit.",rejected,client
Microsoft,M37458,02/26/2014,02/21/2014,13354.57,Dr. Krystina Hoeger,Vel dolor qui delectus voluptate ut.,rejected,delegation;client;Important
 TT Internet,T98008,28-12-2014,20-12-2014,16491.79,Theodora Botsford,Molestiae sapiente rerum adipisci rem occaecati ex architecto.,rejected,negligible;client;internal;delegation;other
 Comcast,C83805,21-10-2014,16-10-2014,10330.96,Beulah Reilly,"Ratione nam et eum ullam odit quia.
Veniam adipisci odit ut.
Est at eligendi sunt quo.
Sit provident cupiditate tempore ea ut ipsam officiis.",rejected,
 MS Szpadel,M94690,05-07-2013,01-07-2013,18477.20,Tatum Smith V,Unde autem quis natus et blanditiis aliquam.,rejected,Client;internal;Negligible
 Company X,C70402,2014-11-21,2014-11-18,19087.60,Eladio Brekke,"Et eligendi ex veritatis voluptas autem reprehenderit quasi.
Omnis qui voluptas quisquam quod error fuga impedit.
Aut reiciendis velit doloribus quos.",accepted,other;internal;important;delegation;Client
 ACME,A31900,12-01-2015,04-01-2015,15214.73,Miss Meghan Lowe,"Ut nulla aut possimus harum quasi accusantium dolor.
Aperiam voluptatem in id ut.
Commodi velit labore iure.",other,internal;negligible;other
 Wesoła Gżegżółka,W39754,02/25/2013,02/17/2013,14451.21,Camilla Fay,Necessitatibus numquam rem dolor fugit repellat exercitationem.,rejected,delegation;internal;negligible
 Ostrzy Entertainment,O98590,2015-05-16,2015-05-13,11897.13,Dr. Serenity Kihn,Consequatur ut reprehenderit maiores est aliquid sed magnam.,accepted,internal
BP Biznes,B79726,2012-09-06,2012-08-31,11118.53,Guiseppe Prosacco,Numquam dolores consequatur consequatur voluptas debitis alias aut.,other,internal;other;important;Delegation
"Monterail, Inc.",M46656,2012-11-30,2012-11-28,12275.16,Shania Gleichner,Perspiciatis officiis molestias sunt quod impedit nam.,rejected,
 Comcast,C36355,07-12-2013,29-11-2013,17155.94,Terrence Kunde,Consequatur dolor iure commodi a recusandae.,rejected,client;Negligible
 Wesoła Gżegżółka,W34965,17-12-2014,08-12-2014,18708.62,Jaylon Kuphal,"Nam optio consequatur cupiditate excepturi et enim.
Aut dicta id sed.
Doloribus dolores iure.",accepted,negligible;Important;internal;delegation;Client
Big Company 1,B95687,03/22/2014,03/21/2014,17859.84,Bella Hickle,Commodi in ipsum amet.,rejected,negligible;delegation;client
 ACME,A3,01-12-2013,25-11-2013,18285.94,Elmira Harber,Earum cum sit occaecati et harum qui.,other,client;delegation
BP Biznes,B85870,12/18/2012,12/16/2012,11284.75,Mackenzie Spencer III,"Recusandae ad natus voluptas enim porro id.
Accusantium et dolor ab.
Sit provident iusto error.
Quae ea dolor quo repellat veritatis nisi.",accepted,important;negligible;other;Internal
SB Komputery,S81170,04/13/2014,04/10/2014,13926.0,Margret Hoeger,"Doloribus ut nesciunt.
Veniam non nihil quas in.
Aut distinctio exercitationem.",other,Internal;negligible;Important
" Monterail, Inc.",M75595,2014-04-08,2014-04-03,10172.96,Brice Ferry,Eum sed est voluptas perferendis eius autem.,accepted,Important;negligible;internal;client
" Monterail, Inc.",M77146,08/12/2013,08/06/2013,11669.78,Gracie Mann Sr.,Maiores veniam quas.,accepted,internal;client;Delegation
" Monterail, Inc.",M97917,10-12-2013,07-12-2013,12660.35,Kendra Lindgren,"Commodi tempora non aut tenetur praesentium rerum.
Quia itaque numquam et accusamus laborum.",rejected,Delegation;internal;client;important
 MS Szpadel,M4888,27-01-2014,24-01-2014,19781.76,Trent Mann,Hic beatae dolores placeat officiis soluta.,other,Other;delegation
Ostrzy Entertainment,O53822,19-11-2012,12-11-2012,12331.3,Benny Fadel,Magnam voluptates nobis commodi recusandae.,other,negligible;delegation;Client;Other
Big Company 1,B63780,01-07-2014,24-06-2014,18354.48,Madyson Johnston Jr.,"Nemo voluptas aspernatur.
Similique soluta nobis velit vel.
Esse dolor commodi quia quia eum.",rejected,Client
Company X,C34949,2012-10-11,2012-10-02,18256.1,Alayna Senger,"Et explicabo occaecati voluptas est incidunt.
Voluptates et enim totam laborum corporis qui.
Unde magni quisquam doloremque.",rejected,
" Monterail, Inc.",M64704,2012-11-08,2012-11-03,17185.53,Mr. Armand Collier,Reprehenderit voluptates consequatur non.,other,negligible;client
MS Szpadel,M33399,25-12-2013,25-12-2013,16976.63,Shany Rosenbaum,Tenetur deleniti ut.,other,negligible;other;Internal;important;delegation
 Microsoft,M83819,27-03-2015,21-03-2015,17387.7,Moises Kirlin,Aut aspernatur ut sed quo.,other,
 Microsoft,M95895,17-01-2013,16-01-2013,14577.3,Drew Fisher,"Qui sunt occaecati magni minima deleniti.
Ut aperiam tempora quis.",other,other;Delegation;Client
Comcast,C14291,2014-01-23,2014-01-14,13834.15,Jarrod Kessler,"Quo et dignissimos culpa distinctio aut ut.
Et aut et veritatis porro nisi.",accepted,important;Delegation
 ACME,A35720,02/02/2013,01/28/2013,15576.57,Fiona Murray,Quas laudantium harum numquam culpa.,other,internal;important
"Monterail, Inc.",M10080,09/18/2012,09/12/2012,11742.2,Immanuel Mann,Quos ipsum inventore perspiciatis eos.,other,negligible;important;delegation;other;client
 BP Biznes,B50439,05/15/2015,05/09/2015,12164.67,Jamaal Gleason,,rejected,client;Other;internal;important;negligible
SB Komputery,S39682,12/08/2013,12/01/2013,14752.18,Conner Miller,"Repudiandae qui qui dolorum ipsam et blanditiis.
Perferendis odio officiis.
Consequatur est error voluptatem odit.",other,internal;delegation;negligible;important;other
 BP Biznes,B16566,03/25/2014,03/23/2014,16649.43,Ashley Wuckert,"Asperiores sunt impedit velit aut placeat.
Mollitia tempora unde voluptatum ut.
Mollitia consequatur provident facere velit quaerat laborum voluptas.",rejected,Important;Internal;delegation;Other
Microsoft,M69599,2013-09-03,2013-08-25,18901.96,Mr. Maia Mills,"Aut facilis pariatur tempora quia.
Ipsum voluptas accusantium quo nihil omnis recusandae.",rejected,
 Big Company 1,B90507,09-10-2014,09-10-2014,17182.73,Ignatius Jenkins,Exercitationem est aut ut.,other,
 Wesoła Gżegżółka,W37050,10-09-2012,07-09-2012,18171.54,Kane Gusikowski,Tenetur quasi id.,accepted,
MS Szpadel,M1844,23-10-2014,14-10-2014,12012.8,Durward Kunze,"Recusandae repudiandae sit.
Eos quo nemo nihil.
Voluptate quidem labore ipsa perferendis nobis nemo dolorum.
Id atque nobis.",accepted,
ACME,A73632,26-04-2013,21-04-2013,13528.64,Matilda Jones,Quod in praesentium quis.,other,important;negligible;delegation
TT Internet,T64224,09/22/2012,09/14/2012,15718.41,Elaina Crist DVM,"Quaerat qui unde.
Non nulla vel.",accepted,internal;client
 KT Koty,K85578,25-06-2013,25-06-2013,15888.84,Lea Koch,Blanditiis qui molestiae maiores harum aperiam exercitationem odit.,rejected,important;Client;Negligible
 Comcast,C18299,10/20/2012,10/12/2012,11596.74,Ms. Destin Schaefer,Velit a non modi.,rejected,Delegation
 SB Komputery,S34452,10/17/2013,10/08/2013,11122.49,Rahul Crooks,Aut dolor occaecati deleniti dolore.,other,
Big Company 1,B63465,2012-12-23,2012-12-22,18705.31,Vito Buckridge,Qui non vel corrupti.,other,internal;other
Big Company 1,B95038,14-07-2013,06-07-2013,18628.19,Lydia O'Hara Sr.,Perferendis in aut corrupti sapiente veniam sint officia.,rejected,
SB Komputery,S55636,06/18/2014,06/18/2014,13890.42,Kylee Denesik,"Esse ut illo cum deleniti exercitationem veritatis error.
Delectus est fugit officiis doloremque dolores ut.
Quibusdam molestiae nesciunt.",rejected,delegation;important
 Wesoła Gżegżółka,W11681,2015-03-19,2015-03-16,14825.57,Isaias Batz,"Et molestiae assumenda autem necessitatibus dolorem illo.
Sequi unde aliquam molestias enim saepe vero.
Quibusdam asperiores officiis sed aut tempora beatae provident.",accepted,Client
Big Company 1,B33438,2014-08-02,2014-07-29,11405.36,Robbie Metz,Excepturi inventore iure ipsa.,other,
 Company X,C9135,2014-12-17,2014-12-10,10066.1,Ms. Iva Waelchi,Laborum alias porro dolores non.,accepted,
 ACME,A54397,06/27/2013,06/21/2013,19097.98,Ms. Alexanne Turcotte,"Aliquam aut quae sunt architecto sit quaerat est.
Ad omnis doloremque qui dolor nihil qui saepe.
Suscipit cupiditate expedita.
Accusamus aut asperiores et blanditiis voluptatem.",rejected,Client
 KT Koty,K17929,2014-05-25,2014-05-16,13607.99,Willie Reilly,Cum aut praesentium.,other,other;important;internal;Client;delegation
Ostrzy Entertainment,O46418,07-09-2012,31-08-2012,12785.14,Mr. Geovany Senger,"Accusantium doloribus voluptatum enim omnis est.
At rerum ex expedita possimus.
Quo est sint dolore velit eius veniam.
Ex quo pariatur occaecati totam nam numquam.",other,client
SB Komputery,S34212,2013-04-08,2013-04-02,13896.70,Ceasar Kuhic,"Nobis velit quo accusantium sed voluptatem repellendus et.
Ea autem ab sed dolorem.
Nulla placeat veritatis mollitia pariatur.
Eveniet quis commodi.",rejected,client;Internal;delegation;important
 Wesoła Gżegżółka,W59379,2013-03-08,2013-03-02,18706.97,Jayde Dach,Dolorum expedita aut fugit nemo veniam officiis consequatur.,other,Internal;Negligible;delegation;important;other
 Comcast,C27925,11/30/2012,11/28/2012,19630.96,Myrtle Muller I,Sit possimus eius omnis perferendis aut et enim.,other,Negligible
 TT Internet,T6546,11/01/2012,10/28/2012,14442.29,Kiarra Jakubowski,Dolores maxime sapiente a cum voluptatibus minus.,other,important;delegation
TT Internet,T89632,2014-01-22,2014-01-18,18909.85,Isabell Bernier II,Nobis molestias assumenda soluta eveniet distinctio tenetur aliquid.,rejected,
 SB Komputery,S36241,05/18/2013,05/09/2013,19632.2,Elvie Douglas,Aperiam consequatur labore ipsam sapiente laudantium.,rejected,important;internal
 SB Komputery,S76892,2013-12-30,2013-12-22,12264.9,Leonel Denesik DVM,Id ut autem et.,rejected,client;Negligible;important
Comcast,C64875,2013-03-09,2013-03-08,18799.21,Florida Kshlerin,Explicabo dicta id.,accepted,client;important;Other;negligible;internal
" Monterail, Inc.",M42469,28-12-2014,26-12-2014,18861.27,Mrs. Ludie Fadel,"Est nulla qui sequi explicabo vitae.
Eos sapiente ut enim aut ad accusantium aliquid.
Esse doloremque officiis occaecati.
Nam quis at non.",other,important;delegation
 ACME,A97971,2014-11-24,2014-11-22,13871.19,Miss Dino Monahan,Praesentium assumenda corporis iusto.,accepted,Delegation;other;internal;negligible;client
 Ostrzy Entertainment,O91140,07-05-2014,02-05-2014,12179.33,Priscilla Toy,Omnis atque dolorem.,accepted,internal;Client;other;negligible
Microsoft,M38880,06/03/2014,05/28/2014,18108.87,Johanna McKenzie,"Quaerat nisi alias aut odio officia.
Magnam quia dolorum dolorem veritatis fugiat cumque quidem.
Ducimus ea inventore modi quae.
Iste quia autem libero corporis ut voluptatem.",accepted,Delegation;negligible;other
 Microsoft,M7023,2014-01-27,2014-01-25,18945.0,Tobin McGlynn,Et cumque veritatis voluptates dolor.,other,client;negligible;other
MS Szpadel,M36882,12/18/2014,12/13/2014,15693.9,Jolie Howell,In fuga eos est totam minus deserunt officia.,accepted,Internal;client;other;Negligible;important
" Monterail, Inc.",M78014,08/05/2013,08/03/2013,12488.98,Miles Smitham DVM,"Qui in voluptas sint minima illo velit.
Corrupti est deleniti earum et nam explicabo ab.",accepted,client
 Microsoft,M28760,09/08/2014,09/06/2014,14481.16,Maximo Prosacco,"Aspernatur aut sit ea dolor consectetur.
Qui illum impedit voluptas totam amet molestiae nisi.
Doloribus rerum autem velit nostrum aut enim vitae.
Tempora occaecati distinctio dolorum quisquam est soluta.",other,negligible
 MS Szpadel,M59926,03/03/2015,02/24/2015,19977.90,Mr. Cathryn Purdy,Sed natus occaecati quas voluptas magni cum.,other,internal;other;client;negligible;delegation
Wesoła Gżegżółka,W35967,09/20/2013,09/14/2013,17597.46,Miss Florine Reynolds,Voluptate ratione laborum.,other,Other;client;Delegation;negligible;Internal
ACME,A9099,2015-04-22,2015-04-22,10762.28,Lysanne Haley,Accusantium quis excepturi temporibus earum nostrum quibusdam.,accepted,internal;Other
" Monterail, Inc.",M39585,12-04-2014,04-04-2014,19462.79,Roscoe O'Conner,Et atque sint est sequi vel repudiandae.,other,
" Monterail, Inc.",M64449,21-06-2013,17-06-2013,13727.47,Lilla Larson,Quas temporibus beatae.,rejected,Client;important;Internal;other
 Big Company 1,B25852,02/15/2015,02/09/2015,10377.77,Zora Rippin,Omnis et et.,other,
 Wesoła Gżegżółka,W74979,09-07-2014,01-07-2014,12931.65,Miss Ezequiel Rolfson,"Ut accusamus magni numquam dolor.
Et aspernatur minus.",rejected,Other;Internal
 Wesoła Gżegżółka,W60745,2012-09-26,2012-09-24,19877.65,Moshe Aufderhar,"Aspernatur laudantium totam quo itaque consequatur beatae magni.
Voluptatem sunt dolorem modi quis.",other,delegation;negligible;client;important;other
